,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,media,desviacion,minimimo,maximo,folds,elapsed
148,detoxis21_aggressiveness,59,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",59,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",694.6400892180391
149,detoxis21_aggressiveness,60,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",60,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",852.3219874720089
150,detoxis21_aggressiveness,61,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",61,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",812.0084802049678
151,detoxis21_aggressiveness,62,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['haha21', 'misogyny_centrogeo']",62,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",470.5262037469074
152,detoxis21_aggressiveness,63,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",63,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",1473.3365475242026
153,detoxis21_aggressiveness,64,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",64,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",913.836271278793
154,detoxis21_aggressiveness,65,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22']",65,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",1235.543967745034
155,detoxis21_aggressiveness,66,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'meoffendes21']",66,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",481.38132694596425
156,detoxis21_aggressiveness,67,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'metwo22']",67,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",395.2514150601346
157,detoxis21_aggressiveness,68,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'exist21', 'meoffendes21', 'mexa3t18_aggress']",68,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",896.849632268073
158,detoxis21_aggressiveness,69,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'misogyny_centrogeo', 'metwo22']",69,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",599.784746785881
159,detoxis21_aggressiveness,70,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",70,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",1113.0009581090417
160,detoxis21_aggressiveness,71,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'exist21', 'haha21', 'meoffendes21']",71,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",899.2705285188276
161,detoxis21_aggressiveness,72,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",72,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",1021.0286130530294
162,detoxis21_aggressiveness,73,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'haha21', 'meoffendes21', 'metwo22']",73,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",823.1582567892037
163,detoxis21_aggressiveness,74,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'exist21', 'haha21', 'meoffendes21']",74,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",897.7867608699016
164,detoxis21_aggressiveness,75,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",75,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",923.8525646871421
165,detoxis21_aggressiveness,76,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'metwo22']",76,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",1036.082455797121
166,detoxis21_aggressiveness,77,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'misogyny_centrogeo', 'metwo22']",77,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",600.8752858920489
167,detoxis21_aggressiveness,78,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",78,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",934.2143561469857
168,detoxis21_aggressiveness,79,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",79,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",1021.5380576248281
169,detoxis21_aggressiveness,80,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",80,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",931.7186673979741
170,detoxis21_aggressiveness,81,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'exist21', 'haha21']",81,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",706.0435104540084
171,detoxis21_aggressiveness,82,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['haha21', 'mexa3t18_aggress', 'misogyny_centrogeo']",82,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",682.1937205588911
172,detoxis21_aggressiveness,83,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",83,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",1023.7035532689188
173,detoxis21_aggressiveness,84,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'haha21', 'mexa3t18_aggress', 'metwo22']",84,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",820.3908434410114
174,detoxis21_aggressiveness,85,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['meoffendes21', 'metwo22']",85,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",396.52913536597043
175,detoxis21_aggressiveness,86,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo']",86,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",895.9375911150128
176,detoxis21_aggressiveness,87,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['davincis22', 'haha21', 'misogyny_centrogeo']",87,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",684.8381094271317
177,detoxis21_aggressiveness,88,"(2770, 2)","(693, 2)",0.4904411764705882,0.5,"['exist21', 'haha21', 'mexa3t18_aggress']",88,0.49192946459354686,0.00022822548415342157,0.491743119266055,0.4922089825847846,"[0.4922089825847846, 0.4922089825847846, 0.491743119266055, 0.491743119266055, 0.491743119266055]",686.8643736990634
178,detoxis21_insult,0,"(2770, 2)","(693, 2)",0.5151479149340621,0.5181818181818182,[],0,0.5172434873864866,0.020503214472645494,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",42.890359811950475
179,detoxis21_insult,1,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,['metwo22'],1,0.5123970037453184,0.019408971837759952,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5072097378277154, 0.5072097378277154, 0.4812734082397004]",178.92339698201977
180,detoxis21_insult,2,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,['misogyny_centrogeo'],2,0.5123970037453184,0.019408971837759952,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5072097378277154, 0.5072097378277154, 0.4812734082397004]",254.39138683490455
181,detoxis21_insult,3,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,['mexa3t18_aggress'],3,0.5170060082884979,0.025446083630985588,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",256.88443073281087
182,detoxis21_insult,4,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,['meoffendes21'],4,0.5264726643144851,0.028644329837387128,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",257.8782763259951
183,detoxis21_insult,5,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,['haha21'],5,0.5172434873864866,0.020503214472645494,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",267.41484925802797
184,detoxis21_insult,6,"(2770, 2)","(693, 2)",0.5151479149340621,0.5181818181818182,['exist21'],6,0.5123970037453184,0.019408971837759952,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5072097378277154, 0.5072097378277154, 0.4812734082397004]",263.211719954852
185,detoxis21_insult,7,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,['detoxis21_aggressiveness'],7,0.5172434873864866,0.020503214472645494,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",259.3827827661298
186,detoxis21_insult,8,"(2770, 2)","(693, 2)",0.5151479149340621,0.5181818181818182,['davincis22'],8,0.5220899710276549,0.020422502595309363,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",253.18101083184592
187,detoxis21_insult,9,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",9,0.5264726643144851,0.028644329837387128,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",1333.5338415631559
188,detoxis21_insult,10,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22']",10,0.5123970037453184,0.019408971837759952,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5072097378277154, 0.5072097378277154, 0.4812734082397004]",815.830333545804
189,detoxis21_insult,11,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",11,0.5268146789562628,0.02471525287805903,0.4812734082397004,0.5567696070587698,"[0.5331460674157303, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",1041.7049641879275
190,detoxis21_insult,12,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['exist21', 'haha21', 'misogyny_centrogeo', 'metwo22']",12,0.5172434873864866,0.020503214472645494,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",821.063183184946
191,detoxis21_insult,13,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo']",13,0.5170060082884979,0.025446083630985588,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",932.0215905290097
192,detoxis21_insult,14,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress']",14,0.5170060082884979,0.025446083630985588,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",902.7678212460596
193,detoxis21_insult,15,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['haha21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22']",15,0.535939055543551,0.032378456236059575,0.4812734082397004,0.5792906280711159,"[0.5331460674157303, 0.5792906280711159, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",849.7838183720596
194,detoxis21_insult,16,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",16,0.5218524919296661,0.02542640080361896,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",824.058868510183
195,detoxis21_insult,17,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",17,0.5218524919296661,0.02542640080361896,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",1050.578666775953
196,detoxis21_insult,18,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['meoffendes21', 'mexa3t18_aggress', 'metwo22']",18,0.5218524919296661,0.02542640080361896,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",621.1336655500345
197,detoxis21_insult,19,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['meoffendes21', 'misogyny_centrogeo', 'metwo22']",19,0.5309768685169544,0.034272091962480856,0.4812734082397004,0.5792906280711159,"[0.5083351322827468, 0.5792906280711159, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",617.9918664880097
198,detoxis21_insult,20,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",20,0.5264726643144851,0.028644329837387128,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",1107.2429189039394
199,detoxis21_insult,21,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'metwo22']",21,0.535939055543551,0.032378456236059575,0.4812734082397004,0.5792906280711159,"[0.5331460674157303, 0.5792906280711159, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",1023.9014696578961
200,detoxis21_insult,22,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['detoxis21_aggressiveness', 'haha21']",22,0.5172434873864866,0.020503214472645494,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",477.4673456121236
201,detoxis21_insult,23,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'detoxis21_aggressiveness', 'exist21']",23,0.5172434873864866,0.020503214472645494,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",684.1717254640535
202,detoxis21_insult,24,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",24,0.5218524919296661,0.02542640080361896,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",675.1352088558488
203,detoxis21_insult,25,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'metwo22']",25,0.5309768685169544,0.034272091962480856,0.4812734082397004,0.5792906280711159,"[0.5083351322827468, 0.5792906280711159, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",824.2414107441436
204,detoxis21_insult,26,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'misogyny_centrogeo', 'metwo22']",26,0.5218636597713058,0.025238192659971872,0.4812734082397004,0.554543017957652,"[0.5331460674157303, 0.5331460674157303, 0.554543017957652, 0.5072097378277154, 0.4812734082397004]",1251.3311035837978
205,detoxis21_insult,27,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",27,0.5170060082884979,0.025446083630985588,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",1314.1654113391414
206,detoxis21_insult,28,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'metwo22']",28,0.530751789625948,0.03442341184829818,0.4812734082397004,0.5792906280711159,"[0.5072097378277154, 0.5792906280711159, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",1247.125640854938
207,detoxis21_insult,29,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",29,0.5314348513410818,0.027184318639538813,0.4812734082397004,0.5567696070587698,"[0.5331460674157303, 0.5567696070587698, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",1141.6901325490326
208,detoxis21_insult,30,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'exist21', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",30,0.5264726643144851,0.028644329837387128,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",1131.0627453308553
209,detoxis21_insult,31,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'exist21', 'mexa3t18_aggress']",31,0.5218524919296661,0.02542640080361896,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",674.9077207529917
210,detoxis21_insult,32,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['detoxis21_aggressiveness', 'haha21', 'metwo22']",32,0.5172434873864866,0.020503214472645494,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",616.3755870591849
211,detoxis21_insult,33,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22']",33,0.5309768685169544,0.034272091962480856,0.4812734082397004,0.5792906280711159,"[0.5083351322827468, 0.5792906280711159, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",1239.5209440279286
212,detoxis21_insult,34,"(2770, 2)","(693, 2)",0.5151479149340621,0.5181818181818182,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'misogyny_centrogeo']",34,0.5216261806733169,0.02943267106340623,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5072097378277154, 0.4812734082397004]",892.690447608009
213,detoxis21_insult,35,"(2770, 2)","(693, 2)",0.5644796380090498,0.5454545454545454,"['detoxis21_aggressiveness', 'exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo']",35,0.5216261806733169,0.02943267106340623,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5072097378277154, 0.4812734082397004]",1155.1419280159753
214,detoxis21_insult,36,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['exist21', 'metwo22']",36,0.5123970037453184,0.019408971837759952,0.4812734082397004,0.5331460674157303,"[0.5331460674157303, 0.5331460674157303, 0.5072097378277154, 0.5072097378277154, 0.4812734082397004]",390.7783918068744
215,detoxis21_insult,37,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'meoffendes21', 'misogyny_centrogeo', 'metwo22']",37,0.5309768685169544,0.034272091962480856,0.4812734082397004,0.5792906280711159,"[0.5083351322827468, 0.5792906280711159, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",813.9793881319929
216,detoxis21_insult,38,"(2770, 2)","(693, 2)",0.5644796380090498,0.5454545454545454,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo']",38,0.5216261806733169,0.02943267106340623,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5072097378277154, 0.4812734082397004]",942.9572163841221
217,detoxis21_insult,39,"(2770, 2)","(693, 2)",0.5644796380090498,0.5454545454545454,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'metwo22']",39,0.5268146789562628,0.02471525287805903,0.4812734082397004,0.5567696070587698,"[0.5331460674157303, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",1058.544779131189
218,detoxis21_insult,40,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress']",40,0.5218524919296661,0.02542640080361896,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",909.2205424830317
219,detoxis21_insult,41,"(2770, 2)","(693, 2)",0.5321458246780225,0.5272727272727272,"['davincis22', 'detoxis21_aggressiveness', 'mexa3t18_aggress', 'misogyny_centrogeo']",41,0.5170060082884979,0.025446083630985588,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5072097378277154, 0.4812734082397004]",899.3123241751455
220,detoxis21_insult,42,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",42,0.5264726643144851,0.028644329837387128,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",1018.8767653959803
221,detoxis21_insult,43,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",43,0.5218524919296661,0.02542640080361896,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",1236.7177682411857
222,detoxis21_insult,44,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['haha21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",44,0.5314348513410818,0.027184318639538813,0.4812734082397004,0.5567696070587698,"[0.5331460674157303, 0.5567696070587698, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",897.0250477569643
223,detoxis21_insult,45,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'metwo22']",45,0.5218524919296661,0.02542640080361896,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.5314421560335566, 0.5314421560335566, 0.4812734082397004]",1031.1902850100305
224,detoxis21_insult,46,"(2770, 2)","(693, 2)",0.5151479149340621,0.5181818181818182,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",46,0.5216261806733169,0.02943267106340623,0.4812734082397004,0.5567696070587698,"[0.5083351322827468, 0.5567696070587698, 0.554543017957652, 0.5072097378277154, 0.4812734082397004]",1108.2929580560885
225,detoxis21_insult,47,"(2770, 2)","(693, 2)",0.5485803328522345,0.5363636363636364,"['davincis22', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",47,0.5314348513410818,0.027184318639538813,0.4812734082397004,0.5567696070587698,"[0.5331460674157303, 0.5567696070587698, 0.554543017957652, 0.5314421560335566, 0.4812734082397004]",886.3660908038728
